Location;Date Time;Temperature;Humidity
A.B.3.D;2022-01-07 15:51:00;29,36;47,76
E.D.0.B;2022-01-07 15:54:00;11,16;82,89
C.B.0.B;2022-01-07 16:55:00;14,44;36,82
D.E.S.E;2022-01-07 17:25:00;27,22;72,91
E.B.S.C;2022-01-07 19:17:00;25,98;13,45
A.D.2.D;2022-01-07 20:12:00;12,31;65,54
D.A.1.E;2022-01-07 20:22:00;19,91;33,24
E.B.0.C;2022-01-07 20:34:00;36,17;43,7
C.E.1.B;2022-01-07 21:08:00;23,98;84,9
B.A.2.C;2022-01-07 21:57:00;32,4;57,13
D.C.2.B;2022-01-07 22:01:00;27,75;85,71
D.A.3.B;2022-01-07 22:33:00;25,59;9,9
E.E.S.C;2022-01-08 00:10:00;23,71;79,54
D.C.S.B;2022-01-08 00:23:00;29,02;15,43
D.D.3.B;2022-01-08 00:39:00;32,72;44,49
D.E.1.C;2022-01-08 00:43:00;21,4;93,91
D.B.1.D;2022-01-08 01:21:00;26,33;14,79
B.E.0.B;2022-01-08 01:30:00;26,83;16,87
C.B.3.D;2022-01-08 03:30:00;30,79;62,15
E.E.0.E;2022-01-08 03:38:00;13,28;30,6
D.D.2.D;2022-01-08 04:00:00;25,02;11,23
B.B.S.E;2022-01-08 05:40:00;32,37;63,35
E.C.1.A;2022-01-08 06:47:00;20,26;51,2
B.E.3.A;2022-01-08 07:31:00;26,41;89,57
E.A.S.E;2022-01-08 08:30:00;34,03;57,92
B.D.0.A;2022-01-08 08:40:00;31,35;51,43
A.E.S.A;2022-01-08 08:52:00;19,8;3,48
C.B.2.C;2022-01-08 09:12:00;34,36;68,27
B.A.S.E;2022-01-08 09:25:00;33,44;14,99
D.A.0.C;2022-01-08 09:37:00;32,58;57,17
C.D.3.B;2022-01-08 09:57:00;25,09;55,02
A.E.3.C;2022-01-08 11:24:00;19,32;81,68
D.B.2.B;2022-01-08 12:01:00;25,9;67,53
E.B.3.C;2022-01-08 12:51:00;24,03;16,12
A.C.1.E;2022-01-08 13:06:00;24,69;26,73
E.A.S.D;2022-01-08 13:34:00;14,95;92,37
D.A.3.A;2022-01-08 14:06:00;18,85;4,35
D.C.0.C;2022-01-08 14:20:00;27,16;83,79
D.D.0.E;2022-01-08 14:31:00;36,3;46,89
D.C.S.B;2022-01-08 14:51:00;15,37;86,49
E.C.2.E;2022-01-08 15:34:00;22,37;98,45
E.E.2.E;2022-01-08 15:45:00;29,37;28,53
B.E.S.E;2022-01-08 16:00:00;14,19;55,21
B.A.3.A;2022-01-08 16:20:00;31,96;40,79
A.E.S.C;2022-01-08 16:30:00;29,03;54,07
A.C.1.A;2022-01-08 16:40:00;22,3;4,03
E.A.1.E;2022-01-08 17:18:00;36,42;15,75
C.A.1.B;2022-01-08 17:25:00;13,67;25,24
E.B.0.E;2022-01-08 17:46:00;16,49;34,22
E.C.0.A;2022-01-08 17:58:00;13,03;65,98
B.C.S.A;2022-01-08 18:13:00;30,87;1,67
D.D.2.D;2022-01-08 18:16:00;22,5;9,18
D.B.2.B;2022-01-08 18:44:00;33,26;61,22
B.E.0.B;2022-01-08 19:39:00;27,61;7,39
C.A.0.E;2022-01-08 20:29:00;33,59;82,99
E.A.3.E;2022-01-08 20:32:00;13,51;6,94
A.B.0.A;2022-01-08 21:04:00;13,96;33,91
B.E.0.B;2022-01-08 21:11:00;14,56;76,12
D.D.S.E;2022-01-09 00:51:00;36,46;74,5
D.B.S.A;2022-01-09 00:53:00;19,47;92,72
C.A.2.B;2022-01-09 01:05:00;33,6;75,24
C.A.3.B;2022-01-09 01:34:00;24,2;53,3
E.C.1.D;2022-01-09 02:10:00;33,48;21,0
B.A.3.C;2022-01-09 02:59:00;28,92;88,15
E.D.1.B;2022-01-09 03:28:00;10,58;27,58
D.A.2.E;2022-01-09 03:31:00;15,64;7,23
D.C.0.C;2022-01-09 03:59:00;23,03;59,21
C.A.S.A;2022-01-09 04:00:00;12,76;12,76
B.A.2.E;2022-01-09 04:18:00;21,4;38,99
E.A.S.B;2022-01-09 04:32:00;22,07;47,1
B.D.2.B;2022-01-09 04:45:00;31,64;92,75
A.B.2.D;2022-01-09 04:53:00;23,53;91,88
B.C.0.B;2022-01-09 05:25:00;35,53;92,68
A.E.S.A;2022-01-09 06:32:00;12,22;62,86
A.C.S.D;2022-01-09 06:33:00;27,47;70,73
D.E.1.C;2022-01-09 07:30:00;11,68;65,75
B.A.2.B;2022-01-09 08:05:00;34,18;76,56
A.A.0.E;2022-01-09 08:17:00;31,93;15,16
B.B.0.E;2022-01-09 08:25:00;11,05;11,33
B.E.1.B;2022-01-09 08:43:00;14,25;64,37
E.B.0.C;2022-01-09 09:07:00;32,21;34,95
A.C.0.E;2022-01-09 09:09:00;27,85;47,75
D.D.1.D;2022-01-09 09:59:00;10,78;97,9
A.C.1.E;2022-01-09 10:06:00;19,8;44,89
A.E.2.B;2022-01-09 10:15:00;11,62;74,51
A.A.1.E;2022-01-09 11:04:00;21,89;3,3
B.D.1.D;2022-01-09 11:32:00;20,56;75,69
B.E.3.D;2022-01-09 13:31:00;33,37;17,1
D.D.2.D;2022-01-09 13:49:00;30,33;49,67
C.D.1.B;2022-01-09 13:56:00;32,82;72,7
B.C.2.A;2022-01-09 15:28:00;33,48;29,87
A.D.3.D;2022-01-09 16:19:00;31,72;52,22
A.D.0.D;2022-01-09 16:31:00;20,29;35,83
C.D.2.B;2022-01-09 17:27:00;23,23;70,98
A.C.1.C;2022-01-09 17:28:00;24,13;88,74
A.D.S.D;2022-01-09 17:30:00;25,22;18,55
E.C.S.E;2022-01-09 17:42:00;14,07;25,1
E.E.3.C;2022-01-09 17:45:00;23,7;77,76
E.B.3.C;2022-01-09 17:47:00;23,29;39,93
A.A.2.A;2022-01-09 18:12:00;31,03;65,13
C.B.2.A;2022-01-09 19:18:00;36,83;35,05
D.C.3.E;2022-01-09 19:33:00;22,79;31,3
B.A.S.E;2022-01-09 20:05:00;34,82;96,37
A.E.1.B;2022-01-09 20:59:00;25,25;93,32
E.D.1.E;2022-01-09 21:24:00;15,41;0,03
A.C.2.B;2022-01-09 21:56:00;10,89;35,54
B.B.3.A;2022-01-09 22:02:00;29,1;47,62
C.D.3.A;2022-01-09 22:48:00;13,56;66,49
B.E.0.B;2022-01-09 23:04:00;10,73;79,32
A.A.3.A;2022-01-09 23:24:00;17,18;72,08
A.A.S.A;2022-01-09 23:46:00;16,37;28,76
E.E.2.C;2022-01-09 23:59:00;24,1;13,7
B.C.0.C;2022-01-10 00:49:00;12,75;37,03
D.B.3.D;2022-01-10 00:56:00;29,75;59,68
E.E.1.B;2022-01-10 02:35:00;35,13;38,42
E.A.3.B;2022-01-10 03:10:00;28,52;27,48
D.D.1.E;2022-01-10 03:35:00;11,14;95,07
A.C.0.D;2022-01-10 03:56:00;20,1;13,26
D.B.2.D;2022-01-10 04:32:00;13,7;27,94
B.E.S.C;2022-01-10 06:09:00;14,51;97,77
D.C.S.A;2022-01-10 06:27:00;19,14;99,48
E.C.0.E;2022-01-10 06:59:00;17,32;29,1
A.D.2.D;2022-01-10 07:44:00;36,35;28,01
E.E.1.E;2022-01-10 08:25:00;31,45;95,12
C.A.2.B;2022-01-10 08:40:00;21,91;29,77
B.A.0.D;2022-01-10 08:53:00;20,35;88,09
A.D.0.A;2022-01-10 08:54:00;21,72;41,41
E.C.3.C;2022-01-10 09:43:00;28,78;32,18
A.A.3.A;2022-01-10 09:51:00;24,87;76,91
A.E.S.D;2022-01-10 10:21:00;14,74;55,26
B.C.3.E;2022-01-10 10:22:00;21,94;1,98
B.D.2.B;2022-01-10 10:52:00;32,18;67,67
D.E.S.A;2022-01-10 11:02:00;18,12;15,97
A.A.2.B;2022-01-10 11:20:00;13,43;33,8
D.B.0.D;2022-01-10 11:31:00;10,63;71,15
A.E.1.D;2022-01-10 11:48:00;18,3;90,81
A.D.S.B;2022-01-10 11:51:00;15,91;30,6
A.E.0.C;2022-01-10 12:31:00;32,51;25,82
A.B.2.D;2022-01-10 13:48:00;19,74;16,56
C.B.S.A;2022-01-10 13:49:00;17,35;37,22
D.D.0.B;2022-01-10 15:16:00;24,59;30,85
A.A.0.D;2022-01-10 16:30:00;29,97;88,46
B.D.3.A;2022-01-10 17:36:00;12,21;3,71
D.E.0.C;2022-01-10 17:55:00;30,7;63,59
D.D.0.E;2022-01-10 18:08:00;22,39;20,56
C.C.1.E;2022-01-10 18:09:00;27,72;28,75
D.E.S.D;2022-01-10 18:30:00;10,78;36,99
E.E.3.D;2022-01-10 19:00:00;13,68;43,1
C.E.S.E;2022-01-10 20:06:00;16,09;17,68
A.C.0.D;2022-01-10 20:36:00;21,86;36,54
D.B.2.E;2022-01-10 20:47:00;36,95;18,8
E.E.3.D;2022-01-10 21:01:00;17,59;74,21
E.A.S.D;2022-01-10 21:30:00;13,25;58,27
E.B.0.A;2022-01-10 22:13:00;29,37;86,4
B.D.1.B;2022-01-10 22:47:00;28,68;81,99
B.A.0.D;2022-01-10 23:46:00;24,01;13,46
D.C.2.E;2022-01-10 23:56:00;22,83;84,05
A.C.S.A;2022-01-11 00:42:00;29,7;89,55
A.B.1.C;2022-01-11 00:43:00;18,31;84,42
E.D.2.D;2022-01-11 01:16:00;23,55;71,59
B.D.1.E;2022-01-11 01:49:00;13,2;81,13
B.B.3.B;2022-01-11 02:20:00;18,9;58,88
E.A.3.D;2022-01-11 02:26:00;35,8;1,84
B.B.2.D;2022-01-11 02:42:00;28,52;89,52
C.D.3.B;2022-01-11 03:12:00;23,27;89,23
A.B.0.C;2022-01-11 03:29:00;21,13;40,73
D.B.3.E;2022-01-11 03:49:00;17,53;4,67
A.B.2.A;2022-01-11 04:20:00;24,96;29,89
B.E.1.B;2022-01-11 04:20:00;34,19;79,38
C.E.1.D;2022-01-11 05:49:00;25,8;89,14
A.D.1.C;2022-01-11 05:51:00;30,12;92,11
C.B.3.E;2022-01-11 06:17:00;13,76;25,0
E.B.3.B;2022-01-11 06:38:00;23,39;4,5
A.A.S.A;2022-01-11 07:18:00;33,62;15,09
E.B.S.C;2022-01-11 07:37:00;32,15;17,81
B.A.S.D;2022-01-11 07:37:00;36,77;68,05
A.D.0.A;2022-01-11 07:59:00;21,3;62,6
E.E.1.B;2022-01-11 08:20:00;18,69;98,68
E.A.S.C;2022-01-11 08:21:00;31,31;52,19
A.A.2.A;2022-01-11 08:30:00;28,02;15,47
E.C.0.A;2022-01-11 08:33:00;11,27;3,81
B.C.2.D;2022-01-11 08:51:00;18,47;55,89
E.A.2.A;2022-01-11 10:08:00;29,2;73,99
B.B.0.D;2022-01-11 11:12:00;28,3;46,42
D.D.2.B;2022-01-11 12:09:00;25,04;20,04
C.B.2.A;2022-01-11 12:12:00;10,3;45,74
D.C.1.B;2022-01-11 13:08:00;34,22;36,92
B.E.1.C;2022-01-11 13:16:00;22,92;63,35
B.A.2.A;2022-01-11 13:48:00;25,82;45,38
D.E.2.A;2022-01-11 14:29:00;10,21;24,91
B.E.2.A;2022-01-11 15:25:00;35,13;88,52
E.B.0.C;2022-01-11 15:31:00;17,5;70,99
D.C.1.C;2022-01-11 17:32:00;11,66;2,15
B.D.S.C;2022-01-11 17:49:00;32,26;84,44
D.E.0.A;2022-01-11 18:07:00;11,24;7,55
B.B.0.B;2022-01-11 18:30:00;32,8;98,32
C.C.3.D;2022-01-11 18:30:00;22,49;97,21
A.E.0.C;2022-01-11 18:57:00;25,29;7,25
C.E.1.A;2022-01-11 19:15:00;23,91;61,73
B.D.S.E;2022-01-11 19:20:00;35,98;97,66
A.B.S.A;2022-01-11 19:37:00;19,04;73,94
C.C.3.B;2022-01-11 19:42:00;32,07;79,25
E.C.0.A;2022-01-11 20:14:00;22,38;61,61
E.B.1.D;2022-01-11 21:05:00;33,2;45,42
A.D.2.C;2022-01-11 21:16:00;17,51;41,92
E.D.2.A;2022-01-11 22:40:00;24,28;91,81
D.B.S.D;2022-01-11 23:18:00;28,88;86,24
E.B.2.E;2022-01-11 23:48:00;32,86;22,81
C.D.S.C;2022-01-11 23:49:00;15,08;46,51
E.E.3.E;2022-01-12 00:26:00;26,1;64,99
A.C.3.E;2022-01-12 00:37:00;27,78;82,31
E.B.3.B;2022-01-12 01:00:00;18,76;36,35
A.B.0.B;2022-01-12 01:12:00;14,26;79,46
C.E.0.C;2022-01-12 01:18:00;30,8;12,17
E.A.3.D;2022-01-12 02:03:00;23,88;2,97
A.A.2.A;2022-01-12 02:04:00;18,04;8,37
A.E.2.A;2022-01-12 02:42:00;13,74;74,65
A.A.1.D;2022-01-12 02:46:00;34,38;95,6
E.A.0.B;2022-01-12 03:08:00;13,71;77,72
A.D.0.D;2022-01-12 03:46:00;31,33;58,92
E.A.0.C;2022-01-12 05:45:00;13,98;78,19
E.C.0.A;2022-01-12 05:52:00;10,39;19,0
E.E.1.A;2022-01-12 06:14:00;18,41;87,57
C.C.2.B;2022-01-12 06:14:00;22,71;66,04
C.C.S.D;2022-01-12 06:15:00;14,77;17,23
E.D.3.E;2022-01-12 06:37:00;24,11;42,8
B.E.S.C;2022-01-12 06:48:00;29,52;71,22
C.B.1.B;2022-01-12 07:22:00;24,53;32,5
C.C.0.D;2022-01-12 07:37:00;27,89;35,28
A.E.2.B;2022-01-12 07:51:00;21,62;12,5
D.B.2.E;2022-01-12 08:03:00;19,71;0,6
B.E.1.B;2022-01-12 08:19:00;18,5;37,05
E.D.S.E;2022-01-12 08:22:00;14,31;28,91
A.B.1.C;2022-01-12 09:20:00;27,84;24,92
A.C.S.A;2022-01-12 09:58:00;24,54;33,45
D.B.0.B;2022-01-12 13:17:00;24,53;40,71
B.B.1.A;2022-01-12 13:50:00;12,71;92,96
D.D.3.B;2022-01-12 14:52:00;36,98;75,09
B.C.3.D;2022-01-12 15:03:00;12,59;68,96
A.C.0.C;2022-01-12 15:35:00;33,67;59,43
C.B.3.C;2022-01-12 15:40:00;24,35;8,8
E.D.2.D;2022-01-12 16:34:00;11,43;79,39
B.D.2.A;2022-01-12 16:59:00;34,89;64,08
C.A.3.A;2022-01-12 17:21:00;10,98;50,05
A.B.0.C;2022-01-12 17:57:00;26,89;49,06
A.B.0.E;2022-01-12 18:26:00;31,87;66,82
E.A.0.B;2022-01-12 19:23:00;33,94;86,24
B.E.S.E;2022-01-12 19:25:00;26,26;37,38
D.B.3.D;2022-01-12 20:05:00;11,54;58,3
A.B.3.C;2022-01-12 20:34:00;23,19;29,52
B.B.1.E;2022-01-12 20:49:00;28,63;9,02
E.D.3.B;2022-01-12 21:22:00;24,22;45,37
E.E.3.D;2022-01-12 21:32:00;15,5;86,03
C.A.3.E;2022-01-12 21:34:00;14,14;30,12
C.C.0.D;2022-01-12 22:56:00;24,61;6,36
E.B.S.A;2022-01-12 23:28:00;25,05;94,58
E.A.1.E;2022-01-13 00:35:00;20,11;78,35
B.A.3.A;2022-01-13 01:16:00;22,56;22,69
D.A.3.D;2022-01-13 01:34:00;15,53;58,16
A.C.2.D;2022-01-13 01:49:00;29,28;59,51
B.D.2.D;2022-01-13 02:02:00;18,93;98,77
A.E.0.E;2022-01-13 03:12:00;32,89;92,76
C.D.1.D;2022-01-13 03:42:00;31,16;45,1
D.B.2.C;2022-01-13 04:06:00;30,09;81,72
E.B.3.C;2022-01-13 06:57:00;22,54;52,25
E.B.S.A;2022-01-13 07:07:00;33,6;12,47
D.A.2.D;2022-01-13 07:31:00;12,3;80,49
D.D.S.A;2022-01-13 07:45:00;13,8;40,51
C.A.1.D;2022-01-13 07:47:00;20,12;66,2
A.E.3.C;2022-01-13 08:20:00;29,65;69,52
E.B.S.E;2022-01-13 08:23:00;15,03;54,05
C.E.2.B;2022-01-13 09:06:00;10,46;61,53
A.B.1.D;2022-01-13 09:15:00;18,75;43,44
D.C.1.A;2022-01-13 09:48:00;31,77;97,84
A.E.S.C;2022-01-13 10:27:00;21,43;39,62
D.D.1.C;2022-01-13 14:03:00;29,01;70,45
E.E.S.C;2022-01-13 14:07:00;36,97;8,53
A.E.S.E;2022-01-13 14:17:00;10,5;87,7
E.A.3.D;2022-01-13 14:33:00;27,21;51,62
B.E.0.B;2022-01-13 14:46:00;24,65;38,28
A.A.0.D;2022-01-13 16:27:00;24,99;11,15
A.B.1.E;2022-01-13 16:30:00;31,65;91,23
C.B.1.E;2022-01-13 16:49:00;24,52;54,26
C.A.S.A;2022-01-13 18:09:00;10,45;35,32
C.E.1.E;2022-01-13 18:22:00;17,63;32,18
B.D.0.B;2022-01-13 19:21:00;23,18;93,68
A.A.2.D;2022-01-13 19:30:00;19,4;15,13
D.A.0.D;2022-01-13 20:12:00;29,01;77,53
D.C.S.A;2022-01-13 20:44:00;35,89;92,57
B.B.1.B;2022-01-13 21:19:00;33,75;45,06
A.B.3.D;2022-01-13 21:20:00;20,93;7,92
E.A.S.D;2022-01-13 21:38:00;33,68;20,52
A.A.3.A;2022-01-13 22:18:00;19,39;77,45
E.A.2.A;2022-01-14 00:24:00;20,6;77,55
E.C.3.E;2022-01-14 00:31:00;25,93;16,31
E.E.3.A;2022-01-14 00:40:00;13,1;2,14
C.C.1.D;2022-01-14 01:35:00;21,32;46,27
D.E.3.A;2022-01-14 01:42:00;11,44;31,65
C.A.3.B;2022-01-14 01:43:00;36,89;80,43
A.C.1.E;2022-01-14 01:47:00;35,36;86,32
E.D.3.B;2022-01-14 02:12:00;14,15;27,57
D.B.1.E;2022-01-14 02:29:00;33,94;83,52
A.A.1.B;2022-01-14 03:22:00;23,86;4,21
A.C.0.A;2022-01-14 03:47:00;13,48;49,06
B.B.1.D;2022-01-14 03:48:00;35,62;57,14
D.E.0.D;2022-01-14 03:51:00;33,36;61,39
D.E.0.A;2022-01-14 03:59:00;22,18;82,64
A.E.2.B;2022-01-14 04:08:00;27,52;87,5
C.A.3.A;2022-01-14 05:29:00;29,26;15,51
A.C.2.A;2022-01-14 05:30:00;33,97;35,53
D.D.S.E;2022-01-14 06:01:00;32,0;3,44
B.E.S.D;2022-01-14 08:03:00;12,22;98,7
C.A.1.E;2022-01-14 08:11:00;18,7;7,47
E.B.3.B;2022-01-14 08:15:00;29,05;76,4
C.C.0.B;2022-01-14 08:41:00;25,3;62,93
D.C.1.A;2022-01-14 08:50:00;26,8;62,13
E.D.0.E;2022-01-14 09:49:00;33,08;53,04
B.E.0.C;2022-01-14 10:04:00;26,24;79,29
E.E.0.A;2022-01-14 10:26:00;17,72;46,3
D.B.1.C;2022-01-14 10:38:00;14,36;35,57
E.B.2.E;2022-01-14 10:53:00;22,59;0,04
C.A.1.A;2022-01-14 12:18:00;11,36;40,08
C.D.2.C;2022-01-14 13:11:00;30,86;96,37
A.C.0.E;2022-01-14 13:25:00;19,59;61,91
A.E.2.E;2022-01-14 13:51:00;31,38;25,67
B.E.0.A;2022-01-14 13:59:00;34,6;60,98
B.E.3.E;2022-01-14 14:19:00;27,46;69,81
E.B.2.E;2022-01-14 15:23:00;31,38;4,93
B.D.2.A;2022-01-14 16:08:00;33,44;55,55
D.B.0.A;2022-01-14 16:29:00;11,17;38,62
C.B.1.A;2022-01-14 18:24:00;23,21;64,35
B.E.2.A;2022-01-14 18:28:00;17,67;54,11
E.D.S.B;2022-01-14 18:31:00;36,79;57,95
C.C.S.A;2022-01-14 19:01:00;15,09;20,84
C.C.0.D;2022-01-14 19:53:00;16,6;27,18
C.A.3.C;2022-01-14 22:18:00;11,36;48,1
E.E.S.A;2022-01-14 22:48:00;14,66;61,17
C.D.2.D;2022-01-15 00:11:00;23,07;39,03
E.C.0.A;2022-01-15 02:00:00;10,63;97,98
E.A.3.E;2022-01-15 02:14:00;18,46;72,53
B.E.2.A;2022-01-15 02:16:00;26,11;80,33
A.D.S.E;2022-01-15 02:17:00;28,02;21,69
C.C.S.E;2022-01-15 02:32:00;26,56;37,78
D.A.S.E;2022-01-15 03:27:00;32,98;11,66
E.A.2.D;2022-01-15 04:34:00;23,18;45,9
B.B.3.E;2022-01-15 04:34:00;22,21;5,68
D.D.1.A;2022-01-15 06:15:00;27,85;21,75
B.C.0.E;2022-01-15 06:26:00;10,39;94,21
B.A.3.E;2022-01-15 07:20:00;30,03;76,53
D.A.0.E;2022-01-15 07:31:00;22,87;72,12
A.B.2.E;2022-01-15 08:20:00;13,8;28,34
D.D.S.A;2022-01-15 09:01:00;15,86;37,36
A.A.S.D;2022-01-15 09:16:00;12,5;56,25
D.E.1.D;2022-01-15 09:38:00;18,81;3,95
C.C.0.A;2022-01-15 11:32:00;11,21;67,4
D.B.0.B;2022-01-15 13:55:00;21,94;52,84
C.A.S.A;2022-01-15 14:34:00;33,75;28,03
D.B.2.A;2022-01-15 15:27:00;18,88;91,37
A.D.3.E;2022-01-15 15:36:00;14,07;74,39
A.A.2.B;2022-01-15 15:51:00;30,41;56,19
C.D.2.A;2022-01-15 15:52:00;10,87;56,16
C.D.3.B;2022-01-15 15:55:00;13,33;70,87
A.C.1.E;2022-01-15 16:32:00;33,26;77,75
D.C.1.D;2022-01-15 16:48:00;17,08;91,39
E.D.S.D;2022-01-15 16:49:00;10,48;80,61
B.D.1.A;2022-01-15 17:01:00;16,28;7,28
B.D.2.D;2022-01-15 17:03:00;15,77;14,84
C.E.3.B;2022-01-15 17:56:00;33,61;32,23
A.C.0.E;2022-01-15 18:57:00;20,33;2,55
B.A.0.C;2022-01-15 19:00:00;28,7;79,06
C.A.2.C;2022-01-15 19:25:00;36,32;34,87
A.C.1.C;2022-01-15 19:30:00;16,41;38,28
D.B.S.D;2022-01-15 20:48:00;24,31;50,87
C.B.2.D;2022-01-15 21:17:00;13,0;70,44
D.B.2.E;2022-01-15 22:20:00;14,06;47,51
C.D.1.B;2022-01-15 22:30:00;20,5;23,4
B.E.S.A;2022-01-15 22:30:00;36,09;13,8
A.D.S.E;2022-01-16 00:48:00;20,48;99,36
D.E.0.A;2022-01-16 02:38:00;14,03;54,03
E.E.S.D;2022-01-16 02:50:00;17,43;85,47
A.D.0.B;2022-01-16 03:08:00;11,05;37,68
A.D.1.D;2022-01-16 03:19:00;28,47;23,01
B.C.S.D;2022-01-16 06:06:00;33,62;62,61
A.D.3.C;2022-01-16 06:15:00;24,43;5,37
D.B.3.C;2022-01-16 06:43:00;26,5;7,98
D.D.0.D;2022-01-16 07:15:00;16,76;44,71
E.E.3.A;2022-01-16 07:30:00;28,57;77,56
D.A.0.A;2022-01-16 07:31:00;34,65;41,22
C.C.1.E;2022-01-16 07:35:00;23,54;76,63
B.D.3.A;2022-01-16 08:15:00;35,95;80,5
C.D.2.D;2022-01-16 08:20:00;31,46;47,89
A.B.S.B;2022-01-16 09:47:00;20,88;38,82
A.C.1.D;2022-01-16 10:03:00;36,22;20,27
B.D.1.D;2022-01-16 11:36:00;18,97;80,36
E.B.1.D;2022-01-16 12:45:00;34,25;43,77
A.D.2.E;2022-01-16 13:00:00;26,43;36,57
A.D.2.C;2022-01-16 13:42:00;11,52;2,48
C.B.2.E;2022-01-16 13:45:00;15,87;3,58
E.C.1.B;2022-01-16 14:20:00;31,95;22,69
C.A.1.D;2022-01-16 14:32:00;32,56;51,6
B.C.0.B;2022-01-16 15:03:00;26,17;23,18
E.C.S.B;2022-01-16 15:11:00;25,2;87,15
A.C.1.D;2022-01-16 16:50:00;18,6;24,75
E.E.2.D;2022-01-16 17:17:00;33,31;29,08
B.A.S.D;2022-01-16 17:27:00;22,95;92,41
E.E.0.A;2022-01-16 17:47:00;34,41;34,62
B.B.1.E;2022-01-16 18:35:00;33,22;5,39
D.D.2.E;2022-01-16 19:05:00;15,86;22,66
D.B.0.E;2022-01-16 19:12:00;23,72;20,41
B.E.S.A;2022-01-16 19:18:00;21,05;78,16
D.B.S.A;2022-01-16 20:42:00;36,96;8,27
D.D.S.D;2022-01-16 20:57:00;12,06;56,97
B.B.2.E;2022-01-16 21:20:00;12,0;60,11
D.D.3.E;2022-01-16 21:49:00;35,3;30,04
E.E.3.B;2022-01-16 23:55:00;26,01;94,47
D.A.S.C;2022-01-17 00:07:00;35,18;0,46
E.E.S.E;2022-01-17 00:13:00;21,19;27,4
C.D.0.A;2022-01-17 00:18:00;18,19;27,8
C.B.3.A;2022-01-17 01:55:00;36,35;25,84
B.A.2.C;2022-01-17 02:14:00;12,51;69,69
E.A.0.C;2022-01-17 02:29:00;13,67;52,02
A.D.2.D;2022-01-17 02:34:00;30,77;48,95
D.A.1.E;2022-01-17 02:51:00;30,86;18,49
C.D.S.A;2022-01-17 03:26:00;15,89;91,36
E.D.0.B;2022-01-17 03:48:00;17,5;91,55
A.D.3.E;2022-01-17 04:13:00;10,32;80,95
A.D.S.C;2022-01-17 05:17:00;21,15;83,79
A.A.S.B;2022-01-17 05:22:00;11,86;70,26
A.C.1.D;2022-01-17 05:30:00;23,35;50,49
E.C.3.B;2022-01-17 05:56:00;30,18;79,49
B.D.1.A;2022-01-17 06:17:00;16,71;22,9
A.A.3.B;2022-01-17 06:28:00;25,07;22,97
E.D.3.B;2022-01-17 06:33:00;20,76;37,03
A.E.0.C;2022-01-17 06:34:00;33,82;97,94
E.C.3.C;2022-01-17 06:39:00;16,72;78,92
D.E.0.B;2022-01-17 06:40:00;13,85;74,3
C.D.3.C;2022-01-17 07:47:00;21,72;40,36
B.A.0.A;2022-01-17 08:47:00;30,03;65,26
A.E.2.C;2022-01-17 09:58:00;16,27;91,63
E.E.1.C;2022-01-17 10:23:00;12,42;40,67
E.A.1.D;2022-01-17 10:29:00;19,13;34,45
A.E.2.B;2022-01-17 10:39:00;34,83;61,72
C.D.3.D;2022-01-17 11:03:00;33,73;44,25
A.B.3.C;2022-01-17 12:18:00;23,03;57,62
B.B.0.C;2022-01-17 13:10:00;15,11;67,66
B.E.2.E;2022-01-17 13:15:00;11,46;64,06
B.E.0.C;2022-01-17 13:22:00;32,85;81,12
D.E.2.C;2022-01-17 13:51:00;34,53;82,44
C.B.S.A;2022-01-17 14:06:00;16,25;72,34
D.B.1.D;2022-01-17 14:24:00;17,8;51,3
B.A.0.B;2022-01-17 14:56:00;22,95;49,08
B.A.1.D;2022-01-17 14:59:00;17,81;87,86
B.B.0.B;2022-01-17 15:02:00;18,03;4,45
C.C.1.E;2022-01-17 15:14:00;22,9;26,04
D.A.0.C;2022-01-17 15:15:00;20,04;99,8
A.D.3.B;2022-01-17 15:43:00;31,53;97,54
A.D.3.D;2022-01-17 16:07:00;10,46;47,96
A.E.2.A;2022-01-17 16:53:00;29,29;44,35
A.D.2.C;2022-01-17 17:35:00;33,4;22,94
C.D.3.A;2022-01-17 17:45:00;31,62;56,09
C.E.S.D;2022-01-17 18:01:00;14,84;48,7
A.C.0.E;2022-01-17 18:11:00;23,01;38,04
C.E.2.C;2022-01-17 19:55:00;18,46;82,07
C.A.0.E;2022-01-17 20:51:00;34,66;41,26
C.B.1.A;2022-01-17 20:51:00;16,07;31,02
B.A.1.D;2022-01-17 21:13:00;27,8;2,04
D.B.3.D;2022-01-17 21:14:00;11,24;0,7
A.D.S.E;2022-01-17 21:48:00;15,76;19,28
A.A.3.B;2022-01-17 21:59:00;19,8;47,71
D.E.2.E;2022-01-17 22:01:00;20,89;5,12
D.B.2.E;2022-01-17 23:05:00;28,94;28,84
D.A.S.C;2022-01-17 23:11:00;28,77;32,48
D.D.1.E;2022-01-17 23:16:00;11,91;98,89
A.E.1.A;2022-01-17 23:49:00;18,38;11,82
D.A.2.C;2022-01-17 23:55:00;13,83;9,63
D.A.S.E;2022-01-18 00:02:00;13,42;67,85
E.D.0.D;2022-01-18 00:23:00;17,57;76,33
A.A.2.B;2022-01-18 01:23:00;19,38;61,6
B.B.1.A;2022-01-18 01:24:00;28,71;70,2
A.C.2.D;2022-01-18 01:51:00;37,32;24,15
C.B.0.C;2022-01-18 03:03:00;22,11;26,09
A.B.2.A;2022-01-18 03:32:00;21,71;42,17
